id,"last, first",inc,pcode,party,totrec,totdis,candcont,indcont,abbr,dist,spec,runoff,gewin,geper,otherpolcom,partycont
H0AK00089,"CRAWFORD, HARRY T JR",C,1,DEM,240439.24,235571.43,5832.41,214136.59,AK,0,,,L,30,14200,1749.99
H0AK01038,"FISHER, SHELDON ALLRED",C,2,REP,179483.43,179483.43,6568.46,54540.98,AK,0,,,,,0,0
H6AK00045,"YOUNG, DONALD E",I,2,REP,1001015.37,887310.33,0,620188.18,AK,0,,,W,69,341854.57,350
H0AL01030,"GOUNARES, PETER HUNTER",C,2,REP,51236.51,51233.71,1055,33395.2,AL,1,,,,,35,0
H2AL01077,"BONNER, JO",I,2,REP,913052.62,1101701,0,503564.43,AL,1,,,W,83,397600,312.79
H0AL01048,"WALTER, DAVID MARSH",C,3,CON,21321,20045,0,4878,AL,1,,,L,16,0,0
H8AL02130,"BRIGHT SR, BOBBY NEAL",I,1,DEM,1413031.76,1435626.44,0,493648.73,AL,2,,,L,48,917927.65,0
H0AL02087,"ROBY, MARTHA",C,2,REP,1253557.11,1240275.64,0,825430.34,AL,2,,,W,51,361615.7,10900
H0AL02103,"BARBER, RICK JOE",C,2,REP,143772.32,143771.48,0,143772.32,AL,2,,,,,0,0
H0AL02111,"BELL, STEPHANIE WOLFE",C,2,REP,26485.12,26485.12,2400,21085.12,AL,2,,,,,3000,0
H0AL03184,"SEGREST, STEPHEN GRAHAM",C,1,DEM,8750,8750,0,3650,AL,3,,,L,40,5000,100
H8AL03047,"SEGALL, JOSHUA STEVEN",C,1,DEM,422476.63,327072.93,35.99,382656.42,AL,3,,,,,33600,0
H2AL03032,"ROGERS, MICHAEL",I,2,REP,1141732.43,979490.74,0,651809.92,AL,3,,,W,59,469250,6055.49
H6AL04098,"ADERHOLT, ROBERT BROWN",I,2,REP,828588.47,969814.03,0,389321.44,AL,4,,,W,100,277995,262.5
H0AL05171,"HOWIE, MITCHELL JOHN",C,1,DEM,79289.97,79220.61,0,74674.97,AL,5,,,,,0,4480
H0AL05189,"SHEPARD, TAZEWELL",C,1,DEM,390066.8,390743.65,0,94266.8,AL,5,,,,,6500,0
H0AL05197,"RABY, STEPHEN WALKER",C,1,DEM,929084.38,777837.46,0,679792.23,AL,5,,,L,41,230458.08,10000
H8AL05117,"MAKER, DAVID JOEL",C,1,DEM,0,0,0,0,AL,5,,,,,0,0
H0AL05155,"PHILLIP, LESTER S",C,2,REP,957799.25,957684.58,0,907458.45,AL,5,,,,,0,0
H0AL05163,"BROOKS, MO",C,2,REP,961210.63,910790.4,0,565669.74,AL,5,,,W,58,292995.13,0
H8AL05109,"GRIFFITH, PARKER REP.",I,2,REP,1453350.44,1509989.43,0,565940.1,AL,5,,,,,806114.8,1842.45
H0AL06088,"COOKE, STANLEY KYLE",C,2,REP,34538,34454,0,28538,AL,6,,,,,0,0
H0AL06096,"LAMBERT, PAUL ANTHONY",C,2,REP,4390,2219,0,4390,AL,6,,,,,0,0
H2AL06035,"BACHUS, SPENCER T.",I,2,REP,1415671.8,1634114.19,0,582777.95,AL,6,,,W,100,1021400,280
H0AL07060,"DAVIS, ARTUR GENESTRE",I,1,DEM,115559.68,1213450,0,41285,AL,7,,,,,73864.41,0
H0AL07086,"SEWELL, TERRI A.",O,1,DEM,1802832.56,1766658.3,0,1381888.86,AL,7,,,W,72,357855,0
H0AL07094,"HILLIARD, EARL FREDERICK JR",O,1,DEM,406120.45,404611.91,0,235440.1,AL,7,,,,,153550,0
H0AL07102,"SMOOT, SHEILA",O,1,DEM,230706,258368.17,0,150706,AL,7,,,,,80000,0
H0AL07110,"PERKINS, JAMES JR",O,1,DEM,24098.5,24098.5,0,19598.5,AL,7,,,,,4500,0
H0AL07128,"MOKOLO, PATRICIA EVANS",O,1,DEM,4907,4910,4450,462,AL,7,,,,,0,0
H0AL07144,"WALLER, MICHELE",O,2,REP,13120.4,13105.4,0,3623.58,AL,7,,,,,0,0
H0AL07177,"CHAMBERLAIN, DONALD NORWOOD",O,2,REP,43555,42691,88,15102,AL,7,,,L,27,4250,0
H0AL07185,"SALTER, CHRIS",O,2,REP,10690,10990,0,2225,AL,7,,,,,0,0
H0AL00016,"BOZEMAN, MARTHA RENEE",O,3,UNK,37781.71,36845.05,100,36077.71,AL,7,,,,,1000,0
H0AR01109,"CAUSEY, CHAD",O,1,DEM,1631221.91,1613863.42,0,1025103.6,AR,1,,,L,43,480211.62,81.68
H0AR01117,"WOOLRIDGE, TYMOTHE (TIM) LYNN",O,1,DEM,563219.74,563822.74,0,533219.74,AR,1,,,,,5000,0
H0AR01133,"COOK, DAVID RAY",O,1,DEM,67290.7,67290.7,4200,34391.38,AR,1,,,,,0,0
H0AR01141,"BRYLES, STEVE MARK",O,1,DEM,151529.21,151041.51,0,143274.95,AR,1,,,,,7650,0
H0AR01166,"GREEN, TERRY GLENN",O,1,DEM,68020.36,68020.36,46095.23,21925.13,AR,1,,,,,0,0
H0AR01174,"PONDER, BEN",O,1,DEM,31802.26,31802.26,0,31802.26,AR,1,,,,,0,0
H6AR01072,"BERRY, MARION",I,1,DEM,431118.95,838458.56,0,72960,AR,1,,,,,354160,0
H0AR01083,"CRAWFORD, ERIC ALAN RICK",O,2,REP,1341138.21,1249966.21,0,795985.76,AR,1,,,W,51,333538.8,17450
H0AR01125,"SMITH, PRINCELLA D",O,2,REP,91328.22,91304.43,0,85278.22,AR,1,,,,,6050,0
H0AR02123,"WILLS, ROBERT DALE JR",O,1,DEM,639508.23,635726.63,3826.33,530210.16,AR,2,,,,,68700,0
H0AR02131,"ELLIOTT, JOYCE ANN",O,1,DEM,1019593.5,1019386.27,1679,707775.27,AR,2,,,L,38,304717.99,5050
H0AR02149,"ADAMS, JOHN",O,1,DEM,69510.78,69312.46,0,67456.75,AR,2,,,,,2000,0
H0AR02156,"BOLING, DAVID ALAN",O,1,DEM,386307,384863.96,0,218007,AR,2,,,,,100,0
H0AR02164,"KENNEDY, PATRICK",O,1,DEM,26798,26796.32,0,15123,AR,2,,,,,0,0
H6AR02203,"SNYDER, VICTOR F",I,1,DEM,349.18,27763.91,0,8.95,AR,2,,,,,0,0
H0AR02099,"MEEKS, DAVID MARK EMERSON",O,2,REP,9517,9236,0,9517,AR,2,,,,,0,0
H0AR02107,"GRIFFIN, JOHN TIMOTHY",O,2,REP,1855578.1,1774143,3500,1358655.61,AR,2,,,W,57,472430.2,0
H0AR02115,"WALLACE, SCOTT",O,2,REP,141956.15,141257.16,0,117020,AR,2,,,,,2069,0
H0AR03030,"WHITAKER, DAVID JEFFREY",O,1,DEM,81704.69,77266.01,0,56713.6,AR,3,,,L,27,1000,5534
H0AR03048,"MADDOX, KURT E",O,2,REP,249636.21,249636.21,0,6651.21,AR,3,,,,,0,0
H0AR03055,"WOMACK, STEVE",O,2,REP,717879.42,641115.26,2400,506629.19,AR,3,,,W,72,203850,5000
H0AR03063,"BLEDSOE, CECILE H",O,2,REP,241314.86,239442.52,0,141937.28,AR,3,,,,,66250,0
H0AR03071,"MOORE, MIKE C",O,2,REP,39732.87,39732.87,1368.06,38261.53,AR,3,,,,,0,0
H0AR03089,"LOWRY, STEVE MR.",O,2,REP,134825,106711.51,0,975,AR,3,,,,,0,0
H0AR03097,"MATAYO, DOUG",O,2,REP,54985,32371.44,0,46985,AR,3,,,,,0,0
H2AR03176,"BOOZMAN, JOHN N",I,2,REP,335864.22,530641.96,0,114150.72,AR,3,,,,,217700.75,0
H2AR03192,"DELAY, ROBERT GUNNER",O,2,REP,92652.34,92594.57,0,92652.34,AR,3,,,,,0,0
H0AR04038,"ROSS, MICHAEL AVERY",I,1,DEM,2426280.46,3012726.94,0,978290,AR,4,,,W,57,1408195.78,10899
H0AR04061,"GALLAS, GLENN EDWARD",C,2,REP,38975,38975,0,35948,AR,4,,,,,0,0
H0AR04079,"RANKIN, BETH ANNE",C,2,REP,603000.1,595854.94,800,555168.25,AR,4,,,L,40,34530.85,5000
H0AS00018,"FALEOMAVAEGA, ENI",I,1,DEM,65510,72112.87,0,54010,AS,0,,,W,56,11500,0
H4AS00036,"AUMUA, AMATA",C,2,REP,50345.2,48434.31,0,50345.2,AS,0,,,L,40,0,0
H8AS00052,"LANCASTER, ROSIE FUALA'AU TAGO",C,3,IND,3500,7350,3500,0,AS,0,,,,,0,0
H8AZ01104,"KIRKPATRICK, ANN",I,1,DEM,1992860.04,1998802.09,0,1071359.82,AZ,1,,,L,43,847586.95,10156.43
H0AZ01259,"GOSAR, PAUL ANTHONY ANTHONY",C,2,REP,1173026.19,1172286.68,19496.7,761949.76,AZ,1,,,W,49,330100,16291.25
H0AZ01267,"BEAUCHAMP, BRADLEY DON",C,2,REP,145528,134094.99,24800,120728,AZ,1,,,,,0,0
H0AZ01275,"BOWERS, RUSSELL WESLEY",C,2,REP,162442.32,160567.84,2400,148895.3,AZ,1,,,,,10750,0
H0AZ01283,"MEHTA, STEVE",C,2,REP,105631.45,105604.98,4371.26,97856.5,AZ,1,,,,,3400,0
H0AZ01291,"JARACZEWSKI, JOE",C,2,REP,13386,15422,8616,4770,AZ,1,,,,,0,0
H0AZ01309,"ZALESKI, THOMAS J",C,2,REP,18046.34,18046.34,2580.09,15252.07,AZ,1,,,,,0,0
H0AZ01317,"JENSEN, JON RICHARD",C,2,REP,16500,15595,16000,17000,AZ,1,,,,,0,0
H2AZ01149,"HAY, SYDNEY",C,2,REP,408789.1,277644.72,0,198789.1,AZ,1,,,,,10000,0
H6AZ02155,"THRASHER, JOHN ARMIN",C,1,DEM,22020.76,22020.76,1843.87,19176.89,AZ,2,,,,,0,0
H0AZ02141,"BLACK, CHARLES ROLAND",C,2,REP,13415.53,13409.95,4044.34,795.37,AZ,2,,,,,0,0
H4AZ04024,"FRANKS, TRENT",I,2,REP,965568.88,1029036.85,0,758774.91,AZ,2,,,W,94,205195.59,100
H0AZ03305,"HULBURD, JON",O,1,DEM,1670024.12,1647489.95,13354.08,1038251.49,AZ,3,,,L,41,108408.55,10000
H0AZ03313,"WARING, JAMES F",O,2,REP,291043.21,291043.21,17081.48,198153,AZ,3,,,,,34808.43,0
H0AZ03321,"PARKER, VERNON",O,2,REP,484147.61,482584.64,576.77,478352.8,AZ,3,,,,,3000,0
H0AZ03339,"GORMAN, PAMELA DIANE",O,2,REP,89682.53,94401.17,0,78409.54,AZ,3,,,,,8650,0
H0AZ03347,"CRUMP, SAMUEL TURRENTINE SR",O,2,REP,117327,116791.71,0,100827,AZ,3,,,,,500,0
H0AZ03354,"MORRIS, PAULINA VASQUEZ",O,2,REP,312428.4,314948.45,365.4,255063,AZ,3,,,,,7000,0
H0AZ03362,"QUAYLE, BEN",O,2,REP,2653070.2,2645463.16,4800,2332931,AZ,3,,,W,52,286942.3,221.88
H0AZ03370,"HULL, LEANN",O,2,REP,3700,17416,0,16605,AZ,3,,,,,0,0
H0AZ03388,"BRANCH, ROBERT ALLEN",O,2,REP,12663,12722,4202,7955,AZ,3,,,,,0,0
H0AZ03396,"MOAK, STEVEN CARL",O,2,REP,1362239.66,1329185.54,0,567899.53,AZ,3,,,,,0,0
H0AZ03420,"CHARLES, ROBERT LINCOLN",O,2,REP,23392.52,23392.52,0,23392.34,AZ,3,,,,,0,0
H4AZ04016,"SHADEGG, JOHN B.",I,2,REP,385087.55,390497.52,0,192115,AZ,3,,,,,188858.24,0
H8AZ03126,"WINKLER, EDWIN ROBERT MR",O,2,REP,69423.16,69423.16,0,49423.16,AZ,3,,,,,0,0
H2AZ02055,"PASTOR, ED L",I,1,DEM,1014290.67,1092555.25,0,384952.28,AZ,4,,,W,66,597829.17,0
H0AZ04493,"CONTRERAS, JANET L",C,2,REP,82895.64,82858.12,10,52760.64,AZ,4,,,L,27,5015,0
H0AZ04501,"PENALOSA, JOE",C,2,REP,24483.81,20716.02,7113.81,1185,AZ,4,,,,,0,0
H6AZ05067,"MITCHELL, HARRY E.",I,1,DEM,2174509,2308400.3,0,1367975.54,AZ,5,,,L,43,752338.25,5967.43
H0AZ05078,"WARD, JIM",C,2,REP,847373.33,839585.39,0,561360.25,AZ,5,,,,,9000,0
H0AZ05086,"WNUCK, ERIC",C,2,REP,220005,214186.01,150000,70005,AZ,5,,,,,0,0
H0AZ05102,"SALVINO, CHRIS",C,2,REP,327537.28,326765.59,29166.72,117360,AZ,5,,,,,1000,0
H0AZ05110,"SPINKS, MARK VINCENT",C,2,REP,17207.96,17658.83,7403.95,9804.01,AZ,5,,,,,0,0
H4AZ01061,"SMITH, SUSAN BITTER",C,2,REP,287653.93,287919.26,83879.93,104384,AZ,5,,,,,6800,0
H4AZ06045,"SCHWEIKERT, DAVID",C,2,REP,1732731.48,1721363.62,50000,1067174.85,AZ,5,,,W,52,315072.05,8581
H8AZ05121,"GENTRY, LEE ADAM",C,2,REP,5829,9700,4800,0,AZ,5,,,,,0,0
H0AZ01184,"FLAKE, JEFF MR.",I,2,REP,538758.2,774230.95,0,495242.98,AZ,6,,,W,66,42459.16,0
